name,longitude,latitude
Service Point Cibeureum,108.271528,-7.354746
Service Point Cipedes,108.21503,-7.317877
Service Point Plumbon,108.478219,-6.706339
Service Point Arjawinangun,108.38825,-6.634556
Service Point Paseh,107.769653,-7.049597
Service Point Bojongsari,106.823876,-6.230341
Service Point Pondok Melati,106.929558,-6.300301
Service Point Mustika Jaya,106.929558,-6.300301
Service Point Ciracas,107.017511,-6.306194
Service Point Cikupa,106.823876,-6.230341
Service Point Pondok Aren 2,106.711727,-6.293925
Service Point Pondok Aren 1,106.823876,-6.230341
Service Point Raya Sedati,112.746444,-7.388027
Service Point Klojen,112.613698,-7.968226
Service Point Gajayana 569,112.609601,-7.945328
Service Point Pucang Anom 104A,112.793952,-7.264212
Service Point Mulyosari Tengah,112.793952,-7.264212
Service Point Kalijudan Mulyorejo,112.782134,-7.255461
Service Point Alas Malang,112.640641,-7.263379
Service Point Lakarsantri 2,112.644011,-7.305174
Service Point Benowo,112.631787,-7.254511
Service Point Kedung Cowek,112.777018,-7.219072
Service Point Tambaksari,112.773653,-7.246488
Service Point Sidoarjo,112.682541,-7.443639
Service Point Tambaksari 2,112.765878,-7.254621
Service Point Kedungkandang,112.655201,-7.975488
Service Point Tenggilis Mejoyo,112.76059,-7.320121
Service Point Lakarsantri,112.652694,-7.310757
Service Point Griya Kebraon,112.70026,-7.329753
Service Point Karang Tembok,112.74807,-7.224368
Service Point Kendalsari Selatan,112.783902,-7.315581
Service Point Babatan Mukti,112.678105,-7.310857
Service Point Rungkut,112.770523,-7.325303
Service Point Karang Empat Besar,112.77002,-7.250798
Service Point Sukolilo,112.768698,-7.306774
Service Point Darmo Indah Timur,112.684169,-7.26405
Service Point Wonorejo Selatan,112.797578,-7.31269
Service Point Keputih Jaya,112.803316,-7.291462
Service Point Sawahan,112.726028,-7.279655
Service Point Pekalongan Selatan,109.661421,-6.910174
Service Point Sapugarut,109.653467,-6.935094
Service Point Banjarsari,110.816305,-7.55825
Service Point Laweyan,110.780303,-7.557251
Service Point Serengan,110.837564,-7.567621
Service Point Pasar Kliwon,110.832263,-7.575558
Service Point Ciparay,107.704216,-7.032924
Service Point Cileunyi,107.739917,-6.94028
Service Point Cicalengka,107.832044,-6.974888
Service Point Rancabolang,107.66235,-6.94801
Service Point Cibaduyut,107.594846,-6.948117
Service Point Lengkong,107.628561,-6.94103
Service Point Rajawali Timur Andir,107.582977,-6.914944
Service Point Soreang,107.530804,-7.025225
Service Point Arjasari,107.595263,-7.047797
Service Point Kutawaringin,107.533611,-6.975444
Service Point Cimahi Selatan,107.562545,-6.909629
Service Point Leuwipanjang,107.595372,-6.944706
Service Point Madani Regency,107.690314,-6.909977
Service Point Regol,107.611452,-6.932534
Service Point Margahayu Sukamenak,107.581688,-6.971556
Service Point Terusan Buah Batu,107.63831,-6.96202
Service Point Raya Pagarsih,107.587807,-6.920696
Service Point Raya Astana Anyar,107.599113,-6.924767
Service Point Arcamanik,107.679296,-6.93469
Service Point Babakan Sari,107.652582,-6.922872
Service Point Taman Kopo Indah 1,107.573574,-6.966423
Service Point Karapitan,107.616194,-6.928926
Service Point Margacinta,107.654796,-6.955528
Service Point M.Toha,107.610036,-6.950599
Service Point Gatot Subroto,107.642372,-6.931203
Service Point Terusan Jakarta,107.653546,-6.912078
Service Point Dipatiukur,107.616421,-6.89036
Service Point Sukaraja,107.574807,-6.892775
Service Point Taman Holis Indah,107.564869,-6.940551
Service Point Terusan Cibaduyut,107.592188,-6.965437
Service Point Sari Asih,107.579062,-6.876438
Service Point Raya Nanjung,107.539313,-6.933688
Service Point Gateway,107.645063,-6.906938
Service Point Babakan Ciparay,107.569188,-6.940313
Service Point Penjaringan 5,106.744647,-6.129711
Service Point Kalideres,106.721972,-6.173306
Service Point Raya Kranggan,106.91964,-6.364422
Service Point Bekasi Regency 2,107.088917,-6.24336
Service Point Pori Raya,106.882956,-6.208303
Service Point Jagakarsa,106.850317,-6.307466
Service Point Duta Sangiang Jaya,106.59615,-6.18154
Service Point Kemayoran,106.877559,-6.164733
Service Point Tamansari 2,106.823044,-6.14955
Service Point Sumur Batu,106.867774,-6.166676
Service Point Mampang Prapatan XVI,106.826924,-6.252847
Service Point Jati Utama Raya,106.940583,-6.260861
Service Point Griya Hijau,106.664605,-6.234575
Service Point Pamulang Permai,106.707233,-6.33386
Service Point Ciputat Raya,106.780357,-6.243243
Service Point Cengkareng 6,106.70826,-6.176908
Service Point Kayu Tinggi Raya,106.949182,-6.174735
Service Point Taman Asri,106.730808,-6.238363
Service Point Prepedan,106.705809,-6.111863
Service Point Taman Aster,106.970013,-6.259447
Service Point Salak Raya,106.803895,-6.400254
Service Point Tebet,106.847348,-6.239794
Service Point Moh. Kahfi,106.803292,-6.33241
Service Point Kayu Jati,106.885934,-6.187621
Service Point Laut Banda,106.911739,-6.233607
Service Point Bekasi Utara,106.997758,-6.206474
Service Point Pasar Minggu,106.841051,-6.276343
Service Point Pesanggrahan 2,106.741335,-6.226199
Service Point Tambora 3,106.798773,-6.160152
Service Point Cengkareng,106.771364,-6.149879
Service Point Gambir,106.807778,-6.163822
Service Point Pakuhaji,106.586893,-6.081251
Service Point Pademangan,106.822367,-6.130347
Service Point Tambora,106.810181,-6.147451
Service Point Tanjung Priok 2,106.88512,-6.118659
Service Point Sawah Besar,106.829164,-6.159394
Service Point Penjaringan,106.803446,-6.125242
Service Point Tanjung Priok,106.875455,-6.156551
Service Point Tamansari,106.813507,-6.153117
Service Point Tambora 2,106.805778,-6.135889
Service Point Hidup Baru,106.836182,-6.139981
Service Point Pinangsia Raya,106.815371,-6.142213
Service Point Rajeg Gardenia,106.527086,-6.111625
Service Point Karang Satria,107.03795,-6.223256
Service Point Pos Pengumben,106.772022,-6.216122
Service Point Babakan Legok,106.587128,-6.296988
Service Point Setu 2,107.040692,-6.328495
Service Point Ecopolis,106.525175,-6.248589
Service Point Terrace,106.497582,-6.174008
Service Point Pondok Ungu Permai,107.005727,-6.177488
Service Point Sawangan Permai B3C,106.771925,-6.4034
Service Point Pakansari,106.834976,-6.488061
Service Point Teluk Naga Arcadia,106.647573,-6.066818
Service Point Bojong Pondok Terong,106.785602,-6.432366
Service Point Jembatan Tinggi,106.81322,-6.188983
Service Point Cikupa C22,106.517773,-6.228947
Service Point Penjaringan 2,106.793589,-6.137474
Service Point Bintara Barat,106.954642,-6.229054
Service Point Pemuda,106.799003,-6.570061
Service Point Raya Batu Tulis,106.808102,-6.621222
Service Point Paledang,106.789928,-6.597819
Service Point Lingkar Selatan,106.669811,-6.345291
Service Point Kembang Beji,106.815701,-6.384927
Service Point Cilodong,106.834451,-6.438168
Service Point Gusti Ngurah Rai,106.962856,-6.220348
Service Point Cinere,106.786993,-6.334724
Service Point Pasar Kemis,106.568865,-6.158228
Service Point Kalibata City,106.853602,-6.257416
Service Point Jatinegara Indah,106.924973,-6.201292
Service Point Grand Harmoni,106.78251,-6.638032
Service Point Batu Ampar III,106.860838,-6.275313
Service Point Lingkar Duren Sawit,106.917109,-6.222432
Service Point Blok M Square,106.800649,-6.244385
Service Point Prambanan Raya,106.603612,-6.207132
Service Point Wisma Asri,107.026765,-6.204801
Service Point Taruma Jaya,106.985206,-6.153291
Service Point Kosambi,106.663505,-6.073614
Service Point Raya Ciledug 85,106.717791,-6.226757
Service Point Villa Taman Bandara,106.693334,-6.091664
Service Point Karawaci,106.615136,-6.20996
Service Point Batu Ceper,106.66253,-6.16028
Service Point Raden Saleh,106.714165,-6.207639
Service Point Raya Bubulak,106.751501,-6.572961
Service Point Sukmajaya,106.84837,-6.391648
Service Point Matraman,106.858438,-6.205691
Service Point Kebagusan Raya,106.825165,-6.317186
Service Point Supratman,106.747967,-6.296594
Service Point Crystal 2,106.637381,-6.244319
Service Point Beji,106.80641,-6.363305
Service Point Bogor Utara,106.823295,-6.547404
Service Point JMG Senen,106.842985,-6.173169
Service Point Setiabudi,106.821699,-6.218349
Service Point Penjaringan 4,106.777174,-6.110879
Service Point Curug,106.561882,-6.254935
Service Point Bekasi Selatan,106.991777,-6.243381
Service Point Duren Sawit,106.929063,-6.227115
Service Point Cengkareng 5,106.73321,-6.139337
Service Point Curug 2,106.592038,-6.228971
Service Point Medan Satria,106.995362,-6.179396
Service Point Bekasi Timur,107.022032,-6.232212
Service Point Kelapa Gading 3,106.905665,-6.166115
Service Point Penjaringan 6,106.738143,-6.123902
Service Point Kalideres 4,106.691183,-6.130169
Service Point Cempaka Putih,106.86341,-6.173281
Service Point Ulujami,106.763231,-6.247847
Service Point Kembangan 3,106.737508,-6.21792
Service Point Cengkareng 4,106.738073,-6.162292
Service Point Kalideres 2,106.708305,-6.130915
Service Point Kebon Jeruk 2,106.772984,-6.185986
Service Point Cipondoh,106.697694,-6.183598
Service Point Ciomas 2,106.778828,-6.630041
Service Point Kembangan,106.744226,-6.17727
Service Point Kembangan 2,106.738091,-6.19808
Service Point Tangerang,106.657949,-6.177428
Service Point Tanjung Priok 3,106.879743,-6.151096
Service Point Palmerah,106.801981,-6.183355
Service Point Tanjung Priok 4,106.865794,-6.134403
Service Point Kelapa Gading 2,106.91773,-6.15366
Service Point Kalideres 3,106.703739,-6.132066
Service Point Cengkareng 2,106.7355,-6.13138
Service Point Cengkareng 3,106.724027,-6.138495
Service Point Benda,106.680312,-6.144567
Service Point Penjaringan 7,106.781123,-6.135921
Service Point Kebon Jeruk,106.769381,-6.169667
Service Point Cipondoh 2,106.670272,-6.183598
Service Point Johar Baru,106.856008,-6.180886
Service Point Grogol Petamburan,106.785387,-6.144378
Service Point Tambora 4,106.794593,-6.152757
Service Point Empang Bahagia,106.790199,-6.159073
Service Point Gambir 3,106.802652,-6.166511
Service Point Sawah Besar 2,106.828478,-6.138835
Service Point Grogol Petamburan 2,106.77745,-6.156559
Service Point Pademangan Timur,106.843216,-6.13665
Service Point Gambir 2,106.806818,-6.168734
Banjarbaru DC,114.755466,-3.413068
Kasihan 2 Hub,110.350112,-7.781557
Pondok Kopi First Mile Hub,106.824312,-6.230716
Curug Sangereng First Mile Hub,106.824312,-6.230716
Sukmajaya 2 Hub not,106.824312,-6.230716
Pondok Kopi Hub,106.824312,-6.230716
Curug Sangereng Hub,106.824312,-6.230716
Pulogebang Hub,106.824312,-6.230716
Papar First Mile Hub,112.07773,-7.700229
Bungbulang Hub,107.599836,-7.457766
Sobo Hub,114.360223,-8.23658
Tanah Merah Bangkalan First Mile Hub,112.892626,-7.089933
Sinduharjo Hub,110.41264,-7.704897
Gunung Putri 2 Hub,106.955377,-6.363778
Sayung Hub,110.544951,-6.958997
Sukakarya First Mile Hub,107.204062,-6.172645
Lebong Atas Hub,102.20103,-3.126239
Blang Kejeren Hub,97.344567,3.984658
Genteng Surabaya First Mile Hub,112.750796,-7.247968
MH Batu Aji Hub,103.96632,1.056548
MH Bintan Utara Hub,104.23418,1.058998
MH Bintan Timur Hub,104.58721,0.88567
MH Tanjung Pinang Timur Hub,104.62223,0.982388
Sei Sungai Kanan Hub,99.925386,1.708872
Pekat Hub,117.760088,-8.186441
Sipahutar Hub,99.089106,2.086748
Karangmoncol Hub,109.496027,-7.291137
Dramaga Hub,106.819048,-6.230431
Bandar Pulau Hub,99.53266,2.681465
Manggar Balikpapan Hub,106.819048,-6.230431
Salam Hub,110.298678,-7.601973
Klego Hub,106.819048,-6.230431
Wedung Hub,110.616324,-6.79242
Semende Darat Laut Hub,103.627398,-4.10269
Bahorok Hub,98.19947,3.502968
Ngawen Hub,111.313556,-7.001417
Mekar Baru Hub,106.391556,-6.069238
Muara Gembong Hub,106.819048,-6.230431
Galis First Mile Hub,113.567943,-7.13542
Kamal Madura First Mile Hub,112.712985,-7.117338
Bangkalan Kota First Mile Hub,112.761063,-7.043367
Bunut Hulu Hub,112.702713,0.478787
Bakung Hub,112.122306,-8.232278
Sibolga Hub,106.819048,-6.230431
Mungkid Hub,110.211687,-7.577391
Ngampel Hub,110.157786,-6.9658
Trangkil Hub,111.072982,-6.674158
Cipunagara Hub,107.878761,-6.465833
Muara Kelingi Hub,103.209323,-3.094034
Paleteang Hub,119.656028,-3.792194
Nguntoronadi Hub,106.819048,-6.230431
placeholder again,106.819048,-6.230431
Duampanua Hub,119.538943,-3.670407
Wuryantoro Hub,110.850305,-7.912149
Sambit Hub,106.819048,-6.230431
Simpang Katis Hub,106.064954,-2.283752
Sengeti Hub,106.819048,-6.230431
Pracimantoro Hub,110.818353,-8.072594
Cakung Timur Hub,106.819048,-6.230431
Sidamanik Hub,99.015385,2.901727
Punung Hub,111.00951,-8.135865
Sungai Kerawang Hub,109.760296,-0.839046
Raya Hub,98.88051,2.950802
Parindu Hub,110.446976,0.197054
Medan Polonia Hub,106.819048,-6.230431
Kembangan 2 Hub not,106.819048,-6.230431
Cipanas Cianjur Hub,106.819048,-6.230431
Palu Timur Hub,119.885778,-0.897293
Kabila Hub,123.106248,0.572352
Ponrang Hub,120.297475,-3.228197
Warungkondang Hub,107.10054,-6.87332
NGGA DIPAKE-2,106.819048,-6.230431
Logas Tanah Darat Hub,101.52611,-0.285334
Cikalong Wetan Hub,106.819048,-6.230431
Simpang Rimba Hub,106.002229,-2.560958
Lebakgedong Hub,106.819048,-6.230431
Empang Hub,118.001326,-8.763286
Batang Gansal Hub,102.509809,-0.728513
Sirapit Hub,98.349991,3.578833
Pekaitan Hub,100.841444,1.985194
Merawang Hub,106.10275,-2.043634
Mendo Barat Hub,106.011083,-2.115778
Cileunyi Hub,107.752972,-6.945639
Sumbersuko Hub,113.166974,-8.147041
Cikatomas Hub,108.260219,-7.616445
Pademangan Barat Hub,106.819048,-6.230431
Bukitkerman Hub,101.413262,-2.259075
Sanga Desa Hub,103.423947,-2.744452
Malangke Hub,120.382728,-2.781104
Gili Air Hub,116.084139,-8.36393
Telaga Hub,123.003975,0.599253
Pondok Pinang Hub,107.078223,-6.240771
Aralle Hub,119.176267,-2.942253
Kayangan Hub,116.265056,-8.252083
Tibawa Hub,122.856751,0.654243
Bongomeme Hub,122.75994,0.569434
Sindang Hub,108.303405,-6.363343
Kalukku Hub,119.0502,-2.558443
Gunung Timang Hub,115.028,-1.245141
Manding Hub,113.866861,-6.94575
Ulujadi Hub,119.840943,-0.887473
Wenang Hub,106.819048,-6.230431
Sungai Siring Hub,106.819048,-6.230431
Sungai Bangkong Hub,106.819048,-6.230431
SPX Express Seller irmarahmah354,107.966913,-7.206696
Simpang Tiga Hub,106.819048,-6.230431
Selili Hub,106.819048,-6.230431
Romangpolong Hub,106.819048,-6.230431
Rijali Hub,106.819048,-6.230431
Rawa Makmur Hub,106.819048,-6.230431
Rakumpit Hub,113.648521,-1.741811
Pattallassang Takalar Hub,106.819048,-6.230431
Paccerakkang Hub,106.819048,-6.230431
Muara Wahau Hub,106.819048,-6.230431
Masale Hub,106.819048,-6.230431
Mamajang Luar Hub,106.819048,-6.230431
Lamasi Hub,120.192114,-2.813839
Placeholder 12,106.819048,-6.230431
Grobogan Hub,110.920675,-7.031598
Gaddong Hub,106.819048,-6.230431
Biringngala Hub,106.819048,-6.230431
Benua Melayu Darat Hub,106.819048,-6.230431
Ciomas 3 Hub,106.758778,-6.601861
Bangkala Hub,119.581002,-5.602958
Air Hitam Samarinda Hub,106.819048,-6.230431
Batang Natal Hub,99.378306,0.682179
Namorambe Hub,98.654432,3.4727
Pringgabaya Hub,116.62224,-8.56392
Pancung Soal Hub,101.000473,-2.050444
Siempat Nempu Hub,98.201677,2.819637
Bakam Hub,105.933861,-2.008694
Simpang Teritip Hub,105.376058,-1.91343
Lubuk Besar Hub,106.645117,-2.562526
Banyuasin I Hub,104.864111,-2.980778
Nusaniwe Hub,106.819048,-6.230431
Sindangbarang Hub,107.126756,-7.449089
Badau Belitung Hub,106.819048,-6.230431
Tinambung Hub,119.032616,-3.502118
Alla Hub,119.817725,-3.325863
Polewali Hub,119.308263,-3.407551
Tebo Ulu Hub,102.247139,-1.247128
Bandar Jaya Hub,106.819048,-6.230431
Parigi Muna Hub,106.819048,-6.230431
Monta Hub,118.694082,-8.65923
Kepenuhan Hulu Hub,100.546958,1.088664
Sosa Hub,99.943158,1.039672
Pangkalan Lada Hub,111.776073,-2.506322
Semarang Utara Hub,110.40619,-6.95325
Dawe Hub,110.869813,-6.733203
Tekad Hub,104.749504,-5.318803
Sinembah Tanjung Muda Hilir Hub,98.718393,3.385034
Muara Badak Hub,117.419671,-0.321688
Baki Hub,110.78673,-7.591641
Tambak Adi Hub,112.755214,-7.24109
Seluma Hub,102.575256,-4.076099
Anggana Hub,117.258879,-0.56981
Losari Brebes Hub,108.65421,-6.83853
Cigombong Hub,106.7595,-6.735272
Kendawangan Kanan Hub,110.18808,-2.563565
Arosbaya Hub,112.832207,-6.947214
Taman Madiun Hub,111.509959,-7.643556
Manisrenggo Hub,110.505982,-7.706834
Tempursari Hub,112.8884,-8.288518
Rasanae Barat Hub,118.704326,-8.471961
Maluk Hub,116.752792,-8.916413
Kubu Riau Hub,106.830234,-6.22592
Bojonggambir Hub,106.830234,-6.22592
Sebulu Hub,116.971658,-0.171307
Sorkam Hub,98.596278,1.90475
Simpang Empat Karo Hub,106.830234,-6.22592
Tambusai Utara Hub,100.270753,1.209899
Kampung Rakyat Hub,100.097476,2.027765
Madukara Hub,109.746023,-7.388826
Samarinda Ilir Hub,117.163974,-0.516846
Torgamba Hub,106.830234,-6.22592
Kemuning Riau Hub,102.637063,-0.863226
Maliku Hub,114.12504,-2.971439
Tenggarong Seberang Hub,117.109177,-0.344144
Tabir Hub,102.290582,-1.857597
Bontang Selatan Hub,117.473542,0.127241
Rimba Melintang Hub,101.005111,1.808611
Dente Teladas Hub,105.816021,-4.471334
XIII Koto Kampar Hub,100.736306,0.319139
Lintau Buo Utara Hub,100.74229,-0.429572
Makale Hub,119.861326,-3.12349
Halongonan Hub,99.823011,1.588181
Tanah Merah Bangkalan Hub,112.892626,-7.089933
Sagaranten Hub,106.890309,-7.218978
Buay Madang Hub,104.474087,-4.243765
Sukarami Hub,104.738788,-2.90845
Tambang Ulang Hub,114.704575,-3.643349
Maros 2 DC,119.509278,-5.042377
Madiun 2 DC,111.546,-7.571611
SBS Balikpapan DC,116.852062,-1.180424
SBS Medan DC,98.714474,3.604733
IDE DC,106.87541,-6.132412
Bontang Utara Hub,117.466988,0.163805
Sukakarya Hub,107.204062,-6.172645
Bolano Lambunu Hub,120.966484,0.511113
Kupang Timur Hub,123.793287,-10.105262
Long Ikis Hub,116.20118,-1.581644
Air Periukan Hub,102.406308,-3.956654
Sambalia Hub,116.708041,-8.414097
Sarang Halang Hub,114.780973,-3.812941
Lais Hub,102.049027,-3.529899
Tapin Selatan Hub,115.124556,-3.032
Tamalatea Hub,119.685722,-5.630631
Sudiang Raya Hub,119.5083,-5.105084
Sinjai Timur Hub,120.275993,-5.176616
Simpang Empat Banjar Hub,115.035667,-3.283472
Selakau Hub,108.972837,1.061769
Somba Opu 3 Hub,119.477482,-5.199407
Palu Barat Hub,119.850505,-0.90079
Larompong Hub,120.368502,-3.526289
Petang Hub,115.218833,-8.391926
Herlang Hub,120.32742,-5.406156
Gambut Hub,114.673111,-3.412722
Diwek First Mile Hub,112.24283,-7.572107
Cendana Hub,119.44787,-5.15851
Bontomarannu Hub,119.512748,-5.232306
Beruntung Baru Hub,114.591944,-3.422056
Baras Hub,119.347261,-1.541435
Bara Hub,120.182952,-2.941318
Ajangale Hub,120.104487,-4.275929
Wirokerten First Mile Hub,110.40999,-7.812799
Cikeusal Lor Hub,108.876807,-7.052469
Cibaliung Hub,105.708037,-6.714598
Balaraja 2 First Mile Hub,106.440909,-6.208132
Depok Cirebon Hub,108.442667,-6.726583
Wiyung 2 Hub,106.830234,-6.22592
Weda Tengah Hub,127.904664,0.47693
Wawonii Tenggara Hub,106.830234,-6.22592
Waikabubak Hub,106.830234,-6.22592
Placeholder 2,106.830234,-6.22592
Tuhemberua Hub,97.452139,1.470472
Tuan Tuan Hub,106.830234,-6.22592
Torue Hub,120.181267,-1.045256
Tonjong Hub,106.830234,-6.22592
Tolitoli Utara Hub,106.830234,-6.22592
Toapaya Hub,104.566101,0.978659
Tinanggea Hub,122.230191,-4.441139
Tegalsari Hub,112.726163,-7.263568
Tasikmadu Hub,106.830234,-6.22592
Tambolaka Hub,106.830234,-6.22592
Tamako Hub,125.54771,3.43869
Talango Hub,106.830234,-6.22592
Talaga 2 Hub,106.830234,-6.22592
Takkalalla Hub,120.242546,-4.196077
Sungai Ulin Hub,106.830234,-6.22592
Sumawe Hub,106.830234,-6.22592
Sukawati Hub,115.268548,-8.600037
Sorong Hub,106.830234,-6.22592
Solor Hub,106.830234,-6.22592
Sojol Utara Hub,106.830234,-6.22592
Sojol Hub,106.830234,-6.22592
Sirenja Hub,106.830234,-6.22592
Sinjai Tengah Hub,106.830234,-6.22592
Sedau Hub,106.830234,-6.22592
Sarmi Selatan Hub,106.830234,-6.22592
Sampolawa Hub,106.830234,-6.22592
Sampara Hub,106.830234,-6.22592
Saigon Hub,106.830234,-6.22592
Ruteng Hub,106.830234,-6.22592
Rupat Hub,101.522205,1.719032
Runtu Hub,106.830234,-6.22592
Reteh Hub,103.208655,-0.72386
Rembang 2 Hub,112.783226,-7.611761
Rangsang Hub,103.075556,0.841778
Raas Hub,106.830234,-6.22592
Punduh Pidada (Pedada) Hub,105.176833,-5.703222
Pulogadung 2 Hub,106.830234,-6.22592
Pulau Pulau Batu Timur Hub,106.830234,-6.22592
Pulau Pulau Batu Hub,106.830234,-6.22592
Pulau Pulau Batu Barat Hub,106.830234,-6.22592
Pulau Malan Hub,106.830234,-6.22592
Placeholder 6,106.830234,-6.22592
Pulau Laut Tanjung Selayar Hub,106.830234,-6.22592
Pulau Laut Selatan Hub,106.830234,-6.22592
Pulau Banyak Hub,106.830234,-6.22592
Prafi Hub,106.830234,-6.22592
Ponorogo 2 Hub,106.830234,-6.22592
Pinolosian Timur Hub,106.830234,-6.22592
Peukan Bada Hub,106.830234,-6.22592
Pekapuran Raya Hub,106.830234,-6.22592
Pattallassang Gowa Hub,119.51667,-5.210073
Panji Hub,114.034304,-7.68727
Paleleh Barat Hub,106.830234,-6.22592
Pakisaji Hub,112.613294,-8.034313
Pakenjeng Hub,107.664945,-7.462751
Pagimana Hub,122.657343,-0.796445
Padas Hub,111.547778,-7.441917
Onohazumba Hub,106.830234,-6.22592
Onan Runggu Hub,106.830234,-6.22592
Ogo Deide Hub,106.830234,-6.22592
Oba Hub,106.830234,-6.22592
Nuha Hub,121.391944,-2.530306
Nuangan Hub,106.830234,-6.22592
Nonggunong Hub,106.830234,-6.22592
Nimboran Hub,106.830234,-6.22592
Ngantru Hub,106.830234,-6.22592
Placeholder 3,106.830234,-6.22592
Nanga Tayap Hub,110.567102,-1.534029
Namohalu Esiwa Hub,106.830234,-6.22592
Moutong Hub,106.830234,-6.22592
Merbau Hub,102.439833,1.049694
Mepanga Hub,120.735794,0.550452
Mentawa Baru Hulu Hub,106.830234,-6.22592
Mbay Hub,106.830234,-6.22592
Matakali Hub,106.830234,-6.22592
Masama Hub,106.830234,-6.22592
Markati Jaya Hub,106.830234,-6.22592
Manokwari Hub,106.830234,-6.22592
Mancak Hub,106.830234,-6.22592
Malili Hub,121.105973,-2.618058
Malang Nengah Hub,106.830234,-6.22592
Malaka Hub,106.830234,-6.22592
Majene Hub,106.830234,-6.22592
Majalaya Karawang Hub,106.830234,-6.22592
Lowokwaru 2 Hub,112.627726,-7.929371
Lolak Hub,124.005305,0.872791
Likupang Selatan Hub,106.830234,-6.22592
Lepar Pongok Hub,106.830234,-6.22592
Lengkenat Hub,106.830234,-6.22592
Lappariaja Hub,106.830234,-6.22592
Langkai Hub,106.830234,-6.22592
Lamaru Hub,106.830234,-6.22592
Lahusa Hub,97.881529,0.756142
Laeya Hub,106.830234,-6.22592
Ladongi Hub,106.830234,-6.22592
Kubu Babussalam Hub,100.628122,2.044732
Kotabaru Hub,106.830234,-6.22592
Cimahi Tengah 2 Hub,107.555481,-6.888576
Keragilan Hub,106.830234,-6.22592
Kemang Parung Hub,106.830234,-6.22592
Kelimutu Hub,106.830234,-6.22592
Kebomas 2 Hub,106.830234,-6.22592
Karangtengah Hub,106.831235,-6.223898
Karamat Hub,106.830234,-6.22592
Kapontori Hub,122.816056,-5.218778
Kalimanah Hub,106.830234,-6.22592
Kab. Pemalang Hub,106.830234,-6.22592
Kab. Banjarnegara Hub,106.830234,-6.22592
Jayapura Hub,106.830234,-6.22592
Jatiuwung Hub,106.830234,-6.22592
Jaten Hub,110.908799,-7.579416
Jambe Hub,106.479601,-6.306388
Jabung Hub,105.736909,-5.482507
Iwoimendaa Hub,106.830234,-6.22592
Puspo Hub,112.863277,-7.806991
Padaherang Hub,106.830234,-6.22592
Dente Teladas 2 Hub,105.817417,-4.576722
Hili Serangkai Hub,106.830234,-6.22592
Hibala Hub,106.830234,-6.22592
Gunung Sari Rappocini Hub,106.830234,-6.22592
Guntungmanggis Hub,106.830234,-6.22592
Girian Hub,106.830234,-6.22592
Gili Ginting Hub,106.830234,-6.22592
Gido Hub,97.732289,1.109781
Galesong Hub,119.367461,-5.334684
Diwek Hub,112.24283,-7.572107
Derawan Hub,118.086139,2.275139
Dampal Selatan Hub,106.830234,-6.22592
Cisoka Hub,106.831235,-6.223898
Ciomas Serang Hub,106.830234,-6.22592
Cinere Hub,106.792389,-6.337833
Buranga Hub,106.830234,-6.22592
Bunta Hub,122.164094,-0.828811
Mantikulore 3 Hub,119.869333,-0.774446
Bukit Tunggal Hub,106.830234,-6.22592
Bualemo (Boalemo) Hub,106.830234,-6.22592
Sirimau 2 Hub,128.180173,-3.69686
Bintauna Hub,123.546405,0.88045
Besusu Hub,106.830234,-6.22592
Beriwit Hub,106.830234,-6.22592
Belitung Selatan Hub,106.830234,-6.22592
Bekasi Selatan Hub,106.980726,-6.271
Bawolato Hub,106.830234,-6.22592
Batu Putih Hub,118.430339,1.37028
Batang Merangin Hub,101.520055,-2.224264
Balantak Hub,106.830234,-6.22592
Bajeng Barat Hub,106.830234,-6.22592
Ngga dipake,106.830234,-6.22592
Arjasa Hub,113.773191,-8.119312
Aramo Hub,106.830234,-6.22592
Ambulu 2 Hub,113.607649,-8.337795
Amahai Hub,106.830234,-6.22592
Alasa Talumuzoi Hub,106.830234,-6.22592
Aimas Hub,106.830234,-6.22592
Afulu Hub,106.830234,-6.22592
Sukasari First Mile Hub,107.588082,-6.863039
Pontianak First Mile Hub,106.830234,-6.22592
Overflow Gedangan First Mile Hub,112.728123,-7.394507
Maphar First Mile Hub,106.830234,-6.22592
Kotabaru First Mile Hub,106.830234,-6.22592
Overflow Tirto First Mile Hub,109.640612,-6.890203
Kapuk Muara First Mile Hub,106.830234,-6.22592
Kapasari First Mile Hub,106.830234,-6.22592
Kemayoran 5 First Mile Hub,106.849848,-6.166722
Johar Baru 2 First Mile Hub,106.830234,-6.22592
Jatiwaringin First Mile Hub,106.830234,-6.22592
Jatinegara First Mile Hub,106.830234,-6.22592
Gambir 2 First Mile Hub not,106.830234,-6.22592
Candi First Mile Hub,106.830234,-6.22592
Bekasi Selatan 2 First Mile Hub,106.961373,-6.278218
Virtual Cirebon DC,108.395518,-6.644104
Lubuk Linggau DC,102.924339,-3.273268
Jogonalan First Mile Hub,110.555843,-7.724307
Tangse Hub,95.918014,5.017614
Tarub Hub,109.188015,-6.912957
Ampek Nagari Hub,100.029369,-0.177857
Damai Hub,116.871526,-1.251361
Plumpang Hub,112.092477,-7.030246
Bati-bati Hub,114.70968,-3.59165
Tiga Binanga Hub,98.243043,3.072493
Rasau Jaya Hub,109.379996,-0.23587
Boyolangu Hub,111.868312,-8.159625
IDP DC,104.734856,-2.845695
IDG DC,106.87913,-6.131174
Padang 2 DC,100.397288,-0.972872
